"TICKER"|"METRIC"|"VALUE"
"FI"|"LEAD.TAX.AVG"|"13.202%"
"RICE"|"LEAD.TAX.AVG"|"21.196%"
"RRD"|"LEAD.TAX.AVG"|"18.713%"
"OSK"|"LEAD.TAX.AVG"|"29.793%"
"BKU"|"LEAD.TAX.AVG"|"39.979%"
"MRD"|"LEAD.TAX.AVG"|"17.403%"
"CY"|"LEAD.TAX.AVG"|"10.140%"
"LM"|"LEAD.TAX.AVG"|"36.960%"
"WPX"|"LEAD.TAX.AVG"|"34.367%"
"AWH"|"LEAD.TAX.AVG"|"60.000%"
"CST"|"LEAD.TAX.AVG"|"41.794%"
"HRC"|"LEAD.TAX.AVG"|"33.634%"
"USM"|"LEAD.TAX.AVG"|"34.076%"
"ESV"|"LEAD.TAX.AVG"|"50.026%"
"FII"|"LEAD.TAX.AVG"|"35.000%"
"LGF"|"LEAD.TAX.AVG"|"34.593%"
"ITT"|"LEAD.TAX.AVG"|"25.594%"
"FHN"|"LEAD.TAX.AVG"|"9.413%"
"OII"|"LEAD.TAX.AVG"|"59.348%"
"RYN"|"LEAD.TAX.AVG"|"5.870%"
"RGC"|"LEAD.TAX.AVG"|"36.211%"
"OUT"|"LEAD.TAX.AVG"|"30.579%"
"ANAT"|"LEAD.TAX.AVG"|"29.895%"
"INT"|"LEAD.TAX.AVG"|"32.417%"
"PTEN"|"LEAD.TAX.AVG"|"35.979%"
"CNX"|"LEAD.TAX.AVG"|"13.947%"
"SAVE"|"LEAD.TAX.AVG"|"36.848%"
"URBN"|"LEAD.TAX.AVG"|"37.616%"
"OI"|"LEAD.TAX.AVG"|"18.128%"
"TDS"|"LEAD.TAX.AVG"|"30.911%"
"SLGN"|"LEAD.TAX.AVG"|"37.520%"
"VMI"|"LEAD.TAX.AVG"|"35.126%"
"BKD"|"LEAD.TAX.AVG"|"35.315%"
"PAG"|"LEAD.TAX.AVG"|"34.082%"
"BPOP"|"LEAD.TAX.AVG"|"8.312%"
"CLH"|"LEAD.TAX.AVG"|"36.983%"
"ENR"|"LEAD.TAX.AVG"|"33.309%"
"SQ"|"LEAD.TAX.AVG"|"26.250%"
"CAR"|"LEAD.TAX.AVG"|"32.365%"
"STAY"|"LEAD.TAX.AVG"|"13.980%"
"BOH"|"LEAD.TAX.AVG"|"30.081%"
"XON"|"LEAD.TAX.AVG"|"7.000%"
"CHK"|"LEAD.TAX.AVG"|"35.026%"
"NBR"|"LEAD.TAX.AVG"|"11.420%"
"LPNT"|"LEAD.TAX.AVG"|"35.733%"
"ZBRA"|"LEAD.TAX.AVG"|"31.601%"
"VSTO"|"LEAD.TAX.AVG"|"33.337%"
"CBT"|"LEAD.TAX.AVG"|"3.690%"
"WLL"|"LEAD.TAX.AVG"|"38.264%"
"MCY"|"LEAD.TAX.AVG"|"15.758%"
"CABO"|"LEAD.TAX.AVG"|"37.691%"
"FIT"|"LEAD.TAX.AVG"|"28.818%"
"RAX"|"LEAD.TAX.AVG"|"40.906%"
"AL"|"LEAD.TAX.AVG"|"33.324%"
"JW/A"|"LEAD.TAX.AVG"|"32.622%"
"TUP"|"LEAD.TAX.AVG"|"35.552%"
"GHC"|"LEAD.TAX.AVG"|"39.440%"
"SPN"|"LEAD.TAX.AVG"|"28.409%"
"AHL"|"LEAD.TAX.AVG"|"8.972%"
"LSTR"|"LEAD.TAX.AVG"|"36.710%"
"THC"|"LEAD.TAX.AVG"|"39.263%"
"PRA"|"LEAD.TAX.AVG"|"23.839%"
"TRN"|"LEAD.TAX.AVG"|"29.176%"
"MUSA"|"LEAD.TAX.AVG"|"38.496%"
"IONS"|"LEAD.TAX.AVG"|"23.885%"
"SLM"|"LEAD.TAX.AVG"|"47.241%"
"GME"|"LEAD.TAX.AVG"|"38.883%"
"CMP"|"LEAD.TAX.AVG"|"20.876%"
"WEN"|"LEAD.TAX.AVG"|"23.392%"
"INOV"|"LEAD.TAX.AVG"|"39.350%"
"ASB"|"LEAD.TAX.AVG"|"28.852%"
"EAT"|"LEAD.TAX.AVG"|"26.331%"
"LPI"|"LEAD.TAX.AVG"|"31.090%"
"TKR"|"LEAD.TAX.AVG"|"38.001%"
"RBC"|"LEAD.TAX.AVG"|"35.967%"
"FEYE"|"LEAD.TAX.AVG"|"10.586%"
"CHH"|"LEAD.TAX.AVG"|"35.544%"
"STRZA"|"LEAD.TAX.AVG"|"36.464%"
"P"|"LEAD.TAX.AVG"|"21.218%"
"KATE"|"LEAD.TAX.AVG"|"2.683%"
"CREE"|"LEAD.TAX.AVG"|"18.208%"
"JCP"|"LEAD.TAX.AVG"|"32.934%"
"VC"|"LEAD.TAX.AVG"|"19.217%"
"X"|"LEAD.TAX.AVG"|"24.994%"
"MDRX"|"LEAD.TAX.AVG"|"30.596%"
"WCC"|"LEAD.TAX.AVG"|"27.934%"
"PBF"|"LEAD.TAX.AVG"|"24.899%"
"LXK"|"LEAD.TAX.AVG"|"29.723%"
"DRQ"|"LEAD.TAX.AVG"|"29.612%"
"UFS"|"LEAD.TAX.AVG"|"12.589%"
"ZNGA"|"LEAD.TAX.AVG"|"21.962%"
"CCO"|"LEAD.TAX.AVG"|"38.869%"
"MFS"|"LEAD.TAX.AVG"|"17.130%"
"TEX"|"LEAD.TAX.AVG"|"17.939%"
"APAM"|"LEAD.TAX.AVG"|"13.950%"
"RDC"|"LEAD.TAX.AVG"|"7.000%"
"NUS"|"LEAD.TAX.AVG"|"24.634%"
"TCB"|"LEAD.TAX.AVG"|"35.649%"
"AWI"|"LEAD.TAX.AVG"|"32.299%"
"NE"|"LEAD.TAX.AVG"|"42.236%"
"PAY"|"LEAD.TAX.AVG"|"26.524%"
"KOS"|"LEAD.TAX.AVG"|"55.657%"
"CVA"|"LEAD.TAX.AVG"|"28.460%"
"LPLA"|"LEAD.TAX.AVG"|"39.305%"
"NSAM"|"LEAD.TAX.AVG"|"16.018%"
"SPWR"|"LEAD.TAX.AVG"|"20.620%"
"YELP"|"LEAD.TAX.AVG"|"28.000%"
"SCTY"|"LEAD.TAX.AVG"|"16.609%"
"PAH"|"LEAD.TAX.AVG"|"15.547%"
"KBR"|"LEAD.TAX.AVG"|"36.852%"
"SM"|"LEAD.TAX.AVG"|"37.131%"
"DDS"|"LEAD.TAX.AVG"|"26.947%"
"AGIO"|"LEAD.TAX.AVG"|"16.622%"
"GRPN"|"LEAD.TAX.AVG"|"39.669%"
"AAPL"|"LEAD.POLITICS.QUAL"|"54"
"GOOG"|"LEAD.POLITICS.QUAL"|"23"
"MSFT"|"LEAD.POLITICS.QUAL"|"67"
"XOM"|"LEAD.POLITICS.QUAL"|"35"
"BRK.B"|"LEAD.POLITICS.QUAL"|"0"
"AMZN"|"LEAD.POLITICS.QUAL"|"25"
"FB"|"LEAD.POLITICS.QUAL"|"37"
"JNJ"|"LEAD.POLITICS.QUAL"|"53"
"GE"|"LEAD.POLITICS.QUAL"|"52"
"T"|"LEAD.POLITICS.QUAL"|"51"
"WFC"|"LEAD.POLITICS.QUAL"|"61"
"JPM"|"LEAD.POLITICS.QUAL"|"65"
"PG"|"LEAD.POLITICS.QUAL"|"47"
"WMT"|"LEAD.POLITICS.QUAL"|"15"
"VZ"|"LEAD.POLITICS.QUAL"|"47"
"PFE"|"LEAD.POLITICS.QUAL"|"57"
"KO"|"LEAD.POLITICS.QUAL"|"51"
"CVX"|"LEAD.POLITICS.QUAL"|"42"
"V"|"LEAD.POLITICS.QUAL"|"53"
"ORCL"|"LEAD.POLITICS.QUAL"|"39"
"DIS"|"LEAD.POLITICS.QUAL"|"44"
"HD"|"LEAD.POLITICS.QUAL"|"43"
"MRK"|"LEAD.POLITICS.QUAL"|"63"
"PM"|"LEAD.POLITICS.QUAL"|NA
"CMCSA"|"LEAD.POLITICS.QUAL"|NA
"INTC"|"LEAD.POLITICS.QUAL"|"66"
"PEP"|"LEAD.POLITICS.QUAL"|"47"
"CSCO"|"LEAD.POLITICS.QUAL"|"55"
"IBM"|"LEAD.POLITICS.QUAL"|"69"
"BAC"|"LEAD.POLITICS.QUAL"|"47"
"UNH"|"LEAD.POLITICS.QUAL"|"48"
"MO"|"LEAD.POLITICS.QUAL"|"62"
"C"|"LEAD.POLITICS.QUAL"|"44"
"BMY"|"LEAD.POLITICS.QUAL"|"64"
"MDT"|"LEAD.POLITICS.QUAL"|"47"
"AMGN"|"LEAD.POLITICS.QUAL"|"54"
"GILD"|"LEAD.POLITICS.QUAL"|"64"
"SLB"|"LEAD.POLITICS.QUAL"|"69"
"MCD"|"LEAD.POLITICS.QUAL"|"48"
"CVS"|"LEAD.POLITICS.QUAL"|"56"
"MA"|"LEAD.POLITICS.QUAL"|"45"
"KHC"|"LEAD.POLITICS.QUAL"|"25"
"MMM"|"LEAD.POLITICS.QUAL"|"48"
"ABBV"|"LEAD.POLITICS.QUAL"|"62"
"AGN"|"LEAD.POLITICS.QUAL"|NA
"UPS"|"LEAD.POLITICS.QUAL"|"66"
"NKE"|"LEAD.POLITICS.QUAL"|"36"
"WBA"|"LEAD.POLITICS.QUAL"|NA
"HON"|"LEAD.POLITICS.QUAL"|"56"
"UTX"|"LEAD.POLITICS.QUAL"|"60"
"BA"|"LEAD.POLITICS.QUAL"|"59"
"LLY"|"LEAD.POLITICS.QUAL"|"55"
"SBUX"|"LEAD.POLITICS.QUAL"|"54"
"CELG"|"LEAD.POLITICS.QUAL"|"59"
"QCOM"|"LEAD.POLITICS.QUAL"|"66"
"ACN"|"LEAD.POLITICS.QUAL"|"70"
"UNP"|"LEAD.POLITICS.QUAL"|"30"
"LMT"|"LEAD.POLITICS.QUAL"|"55"
"RAI"|"LEAD.POLITICS.QUAL"|"53"
"USB"|"LEAD.POLITICS.QUAL"|"58"
"MDLZ"|"LEAD.POLITICS.QUAL"|"49"
"COST"|"LEAD.POLITICS.QUAL"|"55"
"DHR"|"LEAD.POLITICS.QUAL"|"47"
"LOW"|"LEAD.POLITICS.QUAL"|"47"
"PCLN"|"LEAD.POLITICS.QUAL"|"29"
"CL"|"LEAD.POLITICS.QUAL"|"52"
"GS"|"LEAD.POLITICS.QUAL"|"67"
"AVGO"|"LEAD.POLITICS.QUAL"|"0"
"TXN"|"LEAD.POLITICS.QUAL"|"60"
"AIG"|"LEAD.POLITICS.QUAL"|"18"
"CHTR"|"LEAD.POLITICS.QUAL"|NA
"DOW"|"LEAD.POLITICS.QUAL"|"59"
"TMO"|"LEAD.POLITICS.QUAL"|"45"
"AXP"|"LEAD.POLITICS.QUAL"|"60"
"CB"|"LEAD.POLITICS.QUAL"|"49"
"NEE"|"LEAD.POLITICS.QUAL"|"17"
"DD"|"LEAD.POLITICS.QUAL"|"39"
"OXY"|"LEAD.POLITICS.QUAL"|"37"
"TWX"|"LEAD.POLITICS.QUAL"|"63"
"DUK"|"LEAD.POLITICS.QUAL"|"30"
"BLK"|"LEAD.POLITICS.QUAL"|"47"
"ABT"|"LEAD.POLITICS.QUAL"|"53"
"CRM"|"LEAD.POLITICS.QUAL"|"3"
"COP"|"LEAD.POLITICS.QUAL"|"61"
"FOX"|"LEAD.POLITICS.QUAL"|NA
"EMC"|"LEAD.POLITICS.QUAL"|"64"
"BIIB"|"LEAD.POLITICS.QUAL"|"65"
"F"|"LEAD.POLITICS.QUAL"|"22"
"TJX"|"LEAD.POLITICS.QUAL"|"54"
"ADBE"|"LEAD.POLITICS.QUAL"|"30"
"SO"|"LEAD.POLITICS.QUAL"|"49"
"KMB"|"LEAD.POLITICS.QUAL"|"15"
"MS"|"LEAD.POLITICS.QUAL"|"67"
"ESRX"|"LEAD.POLITICS.QUAL"|"59"
"MON"|"LEAD.POLITICS.QUAL"|"66"
"MET"|"LEAD.POLITICS.QUAL"|"57"
"AMT"|"LEAD.POLITICS.QUAL"|"4"
"EOG"|"LEAD.POLITICS.QUAL"|"46"
"D"|"LEAD.POLITICS.QUAL"|"57"
"PYPL"|"LEAD.POLITICS.QUAL"|NA
"GM"|"LEAD.POLITICS.QUAL"|"43"
"CAT"|"LEAD.POLITICS.QUAL"|"37"
"BK"|"LEAD.POLITICS.QUAL"|"54"
"SYK"|"LEAD.POLITICS.QUAL"|"22"
"FDX"|"LEAD.POLITICS.QUAL"|"27"
"GD"|"LEAD.POLITICS.QUAL"|"30"
"PNC"|"LEAD.POLITICS.QUAL"|"4"
"AET"|"LEAD.POLITICS.QUAL"|"53"
"PSX"|"LEAD.POLITICS.QUAL"|"51"
"PSA"|"LEAD.POLITICS.QUAL"|"6"
"MCK"|"LEAD.POLITICS.QUAL"|"29"
"RTN"|"LEAD.POLITICS.QUAL"|"28"
"NFLX"|"LEAD.POLITICS.QUAL"|"0"
"ADP"|"LEAD.POLITICS.QUAL"|"63"
"TGT"|"LEAD.POLITICS.QUAL"|"59"
"NOC"|"LEAD.POLITICS.QUAL"|"45"
"KMI"|"LEAD.POLITICS.QUAL"|"46"
"GIS"|"LEAD.POLITICS.QUAL"|"65"
"REGN"|"LEAD.POLITICS.QUAL"|"3"
"ITW"|"LEAD.POLITICS.QUAL"|"50"
"HAL"|"LEAD.POLITICS.QUAL"|"32"
"LVS"|"LEAD.POLITICS.QUAL"|NA
"SCHW"|"LEAD.POLITICS.QUAL"|"0"
"CTSH"|"LEAD.POLITICS.QUAL"|"10"
"BDX"|"LEAD.POLITICS.QUAL"|"68"
"YHOO"|"LEAD.POLITICS.QUAL"|"50"
"CCL"|"LEAD.POLITICS.QUAL"|"13"
"ECL"|"LEAD.POLITICS.QUAL"|"61"
"TMUS"|"LEAD.POLITICS.QUAL"|NA
"ANTM"|"LEAD.POLITICS.QUAL"|NA
"MMC"|"LEAD.POLITICS.QUAL"|"7"
"KR"|"LEAD.POLITICS.QUAL"|"42"
"EL"|"LEAD.POLITICS.QUAL"|"42"
"YUM"|"LEAD.POLITICS.QUAL"|"60"
"LYB"|"LEAD.POLITICS.QUAL"|"5"
"EMR"|"LEAD.POLITICS.QUAL"|"38"
"COF"|"LEAD.POLITICS.QUAL"|"66"
"TRV"|"LEAD.POLITICS.QUAL"|"46"
"AEP"|"LEAD.POLITICS.QUAL"|"41"
"CI"|"LEAD.POLITICS.QUAL"|"49"
"CME"|"LEAD.POLITICS.QUAL"|"7"
"PX"|"LEAD.POLITICS.QUAL"|NA
"PRU"|"LEAD.POLITICS.QUAL"|"64"
"TSLA"|"LEAD.POLITICS.QUAL"|NA
"CCI"|"LEAD.POLITICS.QUAL"|"8"
"STZ"|"LEAD.POLITICS.QUAL"|"4"
"PCG"|"LEAD.POLITICS.QUAL"|"66"
"EXC"|"LEAD.POLITICS.QUAL"|"66"
"BSX"|"LEAD.POLITICS.QUAL"|"55"
"APD"|"LEAD.POLITICS.QUAL"|"60"
"MNST"|"LEAD.POLITICS.QUAL"|"0"
"ICE"|"LEAD.POLITICS.QUAL"|"4"
"HCA"|"LEAD.POLITICS.QUAL"|"45"
"HPE"|"LEAD.POLITICS.QUAL"|NA
"DAL"|"LEAD.POLITICS.QUAL"|"24"
"ALXN"|"LEAD.POLITICS.QUAL"|"8"
"JCI"|"LEAD.POLITICS.QUAL"|"34"
"BBT"|"LEAD.POLITICS.QUAL"|"51"
"PPG"|"LEAD.POLITICS.QUAL"|"70"
"AON"|"LEAD.POLITICS.QUAL"|"54"
"ATVI"|"LEAD.POLITICS.QUAL"|NA
"AFL"|"LEAD.POLITICS.QUAL"|"65"
"SPGI"|"LEAD.POLITICS.QUAL"|NA
"WM"|"LEAD.POLITICS.QUAL"|"22"
"ETN"|"LEAD.POLITICS.QUAL"|"36"
"HUM"|"LEAD.POLITICS.QUAL"|"63"
"SRE"|"LEAD.POLITICS.QUAL"|"61"
"EBAY"|"LEAD.POLITICS.QUAL"|"60"
"APC"|"LEAD.POLITICS.QUAL"|"55"
"SYY"|"LEAD.POLITICS.QUAL"|"19"
"INTU"|"LEAD.POLITICS.QUAL"|"63"
"SHW"|"LEAD.POLITICS.QUAL"|"49"
"K"|"LEAD.POLITICS.QUAL"|"57"
"DE"|"LEAD.POLITICS.QUAL"|"43"
"PXD"|"LEAD.POLITICS.QUAL"|"43"
"PPL"|"LEAD.POLITICS.QUAL"|"34"
"VMW"|"LEAD.POLITICS.QUAL"|NA
"AMAT"|"LEAD.POLITICS.QUAL"|"51"
"LNKD"|"LEAD.POLITICS.QUAL"|NA
"VFC"|"LEAD.POLITICS.QUAL"|"3"
"DG"|"LEAD.POLITICS.QUAL"|"5"
"EQIX"|"LEAD.POLITICS.QUAL"|"3"
"LUV"|"LEAD.POLITICS.QUAL"|"6"
"CAH"|"LEAD.POLITICS.QUAL"|"33"
"CSX"|"LEAD.POLITICS.QUAL"|"68"
"ORLY"|"LEAD.POLITICS.QUAL"|"7"
"NVDA"|"LEAD.POLITICS.QUAL"|"3"
"ALL"|"LEAD.POLITICS.QUAL"|"28"
"ADM"|"LEAD.POLITICS.QUAL"|"36"
"ISRG"|"LEAD.POLITICS.QUAL"|"0"
"BAX"|"LEAD.POLITICS.QUAL"|"58"
"NSC"|"LEAD.POLITICS.QUAL"|"66"
"DISH"|"LEAD.POLITICS.QUAL"|NA
"TSN"|"LEAD.POLITICS.QUAL"|"8"
"EIX"|"LEAD.POLITICS.QUAL"|"67"
"FIS"|"LEAD.POLITICS.QUAL"|"3"
"CBS"|"LEAD.POLITICS.QUAL"|"8"
"VLO"|"LEAD.POLITICS.QUAL"|"49"
"ED"|"LEAD.POLITICS.QUAL"|"23"
"FISV"|"LEAD.POLITICS.QUAL"|"4"
"ZTS"|"LEAD.POLITICS.QUAL"|"0"
"SE"|"LEAD.POLITICS.QUAL"|"23"
"ZBH"|"LEAD.POLITICS.QUAL"|NA
"STT"|"LEAD.POLITICS.QUAL"|"62"
"NWL"|"LEAD.POLITICS.QUAL"|"10"
"MYL"|"LEAD.POLITICS.QUAL"|"64"
"VRTX"|"LEAD.POLITICS.QUAL"|"5"
"PEG"|"LEAD.POLITICS.QUAL"|"23"
"EA"|"LEAD.POLITICS.QUAL"|"0"
"AZO"|"LEAD.POLITICS.QUAL"|"26"
"HPQ"|"LEAD.POLITICS.QUAL"|"45"
"SYF"|"LEAD.POLITICS.QUAL"|NA
"DFS"|"LEAD.POLITICS.QUAL"|"50"
"STJ"|"LEAD.POLITICS.QUAL"|"50"
"GLW"|"LEAD.POLITICS.QUAL"|"5"
"XEL"|"LEAD.POLITICS.QUAL"|"33"
"TAP"|"LEAD.POLITICS.QUAL"|"10"
"ROST"|"LEAD.POLITICS.QUAL"|"0"
"WY"|"LEAD.POLITICS.QUAL"|"40"
"EW"|"LEAD.POLITICS.QUAL"|"6"
"DLTR"|"LEAD.POLITICS.QUAL"|"3"
"HLT"|"LEAD.POLITICS.QUAL"|NA
"APA"|"LEAD.POLITICS.QUAL"|"21"
"HSY"|"LEAD.POLITICS.QUAL"|"63"
"STI"|"LEAD.POLITICS.QUAL"|NA
"CAG"|"LEAD.POLITICS.QUAL"|"46"
"ILMN"|"LEAD.POLITICS.QUAL"|NA
"BF B"|"LEAD.POLITICS.QUAL"|"15"
"BHI"|"LEAD.POLITICS.QUAL"|"8"
"WEC"|"LEAD.POLITICS.QUAL"|"27"
"SCCO"|"LEAD.POLITICS.QUAL"|NA
"PAYX"|"LEAD.POLITICS.QUAL"|"0"
"NLSN"|"LEAD.POLITICS.QUAL"|"68"
"OMC"|"LEAD.POLITICS.QUAL"|"3"
"SIRI"|"LEAD.POLITICS.QUAL"|NA
"CPB"|"LEAD.POLITICS.QUAL"|"43"
"BEN"|"LEAD.POLITICS.QUAL"|"5"
"CMI"|"LEAD.POLITICS.QUAL"|"52"
"MCO"|"LEAD.POLITICS.QUAL"|"5"
"LB"|"LEAD.POLITICS.QUAL"|"26"
"PCAR"|"LEAD.POLITICS.QUAL"|"0"
"CERN"|"LEAD.POLITICS.QUAL"|"44"
"PGR"|"LEAD.POLITICS.QUAL"|"27"
"NEM"|"LEAD.POLITICS.QUAL"|"52"
"DVN"|"LEAD.POLITICS.QUAL"|"7"
"TYC"|"LEAD.POLITICS.QUAL"|"4"
"MTB"|"LEAD.POLITICS.QUAL"|"0"
"HES"|"LEAD.POLITICS.QUAL"|"50"
"LVLT"|"LEAD.POLITICS.QUAL"|"0"
"HRL"|"LEAD.POLITICS.QUAL"|"9"
"ES"|"LEAD.POLITICS.QUAL"|"13"
"APH"|"LEAD.POLITICS.QUAL"|"0"
"DLPH"|"LEAD.POLITICS.QUAL"|"16"
"TROW"|"LEAD.POLITICS.QUAL"|"0"
"AAL"|"LEAD.POLITICS.QUAL"|"15"
"ADI"|"LEAD.POLITICS.QUAL"|"0"
"MPC"|"LEAD.POLITICS.QUAL"|"43"
"HIG"|"LEAD.POLITICS.QUAL"|"52"
"SJM"|"LEAD.POLITICS.QUAL"|"8"
"CLX"|"LEAD.POLITICS.QUAL"|"3"
"IP"|"LEAD.POLITICS.QUAL"|"61"
"ROP"|"LEAD.POLITICS.QUAL"|"7"
"DTE"|"LEAD.POLITICS.QUAL"|"25"
"DPS"|"LEAD.POLITICS.QUAL"|"39"
"RSG"|"LEAD.POLITICS.QUAL"|"26"
"SWK"|"LEAD.POLITICS.QUAL"|"7"
"BCR"|"LEAD.POLITICS.QUAL"|"3"
"MAR"|"LEAD.POLITICS.QUAL"|"41"
"VIA"|"LEAD.POLITICS.QUAL"|NA
"IR"|"LEAD.POLITICS.QUAL"|"5"
"ABC"|"LEAD.POLITICS.QUAL"|"58"
"CXO"|"LEAD.POLITICS.QUAL"|NA
"DLR"|"LEAD.POLITICS.QUAL"|NA
"AMP"|"LEAD.POLITICS.QUAL"|"31"
"WDAY"|"LEAD.POLITICS.QUAL"|NA
"WMB"|"LEAD.POLITICS.QUAL"|"48"
"CLR"|"LEAD.POLITICS.QUAL"|NA
"NTRS"|"LEAD.POLITICS.QUAL"|"9"
"NBL"|"LEAD.POLITICS.QUAL"|"68"
"NUE"|"LEAD.POLITICS.QUAL"|"3"
"EXPE"|"LEAD.POLITICS.QUAL"|"0"
"DVA"|"LEAD.POLITICS.QUAL"|"28"
"DISCA"|"LEAD.POLITICS.QUAL"|NA
"UA"|"LEAD.POLITICS.QUAL"|"36"
"AMTD"|"LEAD.POLITICS.QUAL"|NA
"RCL"|"LEAD.POLITICS.QUAL"|"15"
"PRGO"|"LEAD.POLITICS.QUAL"|"10"
"MJN"|"LEAD.POLITICS.QUAL"|"4"
"VMC"|"LEAD.POLITICS.QUAL"|"45"
"ROK"|"LEAD.POLITICS.QUAL"|"5"
"PH"|"LEAD.POLITICS.QUAL"|"6"
"XRAY"|"LEAD.POLITICS.QUAL"|"53"
"IBKR"|"LEAD.POLITICS.QUAL"|NA
"INCY"|"LEAD.POLITICS.QUAL"|NA
"ULTA"|"LEAD.POLITICS.QUAL"|NA
"S"|"LEAD.POLITICS.QUAL"|NA
"A"|"LEAD.POLITICS.QUAL"|"10"
"CTL"|"LEAD.POLITICS.QUAL"|"57"
"EFX"|"LEAD.POLITICS.QUAL"|"3"
"HSIC"|"LEAD.POLITICS.QUAL"|"7"
"FE"|"LEAD.POLITICS.QUAL"|"12"
"GPC"|"LEAD.POLITICS.QUAL"|"3"
"MHK"|"LEAD.POLITICS.QUAL"|"13"
"UAL"|"LEAD.POLITICS.QUAL"|NA
"ETR"|"LEAD.POLITICS.QUAL"|"59"
"RHT"|"LEAD.POLITICS.QUAL"|"0"
"AWK"|"LEAD.POLITICS.QUAL"|NA
"TDG"|"LEAD.POLITICS.QUAL"|NA
"FITB"|"LEAD.POLITICS.QUAL"|"57"
"MGM"|"LEAD.POLITICS.QUAL"|NA
"CA"|"LEAD.POLITICS.QUAL"|"3"
"AGR"|"LEAD.POLITICS.QUAL"|NA
"GWW"|"LEAD.POLITICS.QUAL"|"32"
"L"|"LEAD.POLITICS.QUAL"|"0"
"FLT"|"LEAD.POLITICS.QUAL"|NA
"WHR"|"LEAD.POLITICS.QUAL"|"23"
"VRSK"|"LEAD.POLITICS.QUAL"|NA
"CTXS"|"LEAD.POLITICS.QUAL"|"0"
"BMRN"|"LEAD.POLITICS.QUAL"|NA
"LH"|"LEAD.POLITICS.QUAL"|"9"
"LRCX"|"LEAD.POLITICS.QUAL"|"0"
"WDC"|"LEAD.POLITICS.QUAL"|"50"
"MKL"|"LEAD.POLITICS.QUAL"|NA
"UHS"|"LEAD.POLITICS.QUAL"|"24"
"EQT"|"LEAD.POLITICS.QUAL"|"34"
"NOV"|"LEAD.POLITICS.QUAL"|"53"
"CHD"|"LEAD.POLITICS.QUAL"|NA
"FCX"|"LEAD.POLITICS.QUAL"|"59"
"FAST"|"LEAD.POLITICS.QUAL"|"0"
"MKC"|"LEAD.POLITICS.QUAL"|"51"
"SBAC"|"LEAD.POLITICS.QUAL"|NA
"ADSK"|"LEAD.POLITICS.QUAL"|"3"
"AEE"|"LEAD.POLITICS.QUAL"|"60"
"HOT"|"LEAD.POLITICS.QUAL"|"4"
"SWKS"|"LEAD.POLITICS.QUAL"|"3"
"MU"|"LEAD.POLITICS.QUAL"|"8"
"TSCO"|"LEAD.POLITICS.QUAL"|"27"
"ADS"|"LEAD.POLITICS.QUAL"|"10"
"CMS"|"LEAD.POLITICS.QUAL"|"34"
"QVCA"|"LEAD.POLITICS.QUAL"|NA
"PFG"|"LEAD.POLITICS.QUAL"|"49"
"AA"|"LEAD.POLITICS.QUAL"|"40"
"XLNX"|"LEAD.POLITICS.QUAL"|"7"
"NOW"|"LEAD.POLITICS.QUAL"|NA
"MSI"|"LEAD.POLITICS.QUAL"|"24"
"PANW"|"LEAD.POLITICS.QUAL"|NA
"CMG"|"LEAD.POLITICS.QUAL"|"49"
"MLM"|"LEAD.POLITICS.QUAL"|"8"
"RF"|"LEAD.POLITICS.QUAL"|"57"
"SYMC"|"LEAD.POLITICS.QUAL"|"58"
"COG"|"LEAD.POLITICS.QUAL"|"18"
"CINF"|"LEAD.POLITICS.QUAL"|"0"
"IVZ"|"LEAD.POLITICS.QUAL"|"43"
"CNC"|"LEAD.POLITICS.QUAL"|NA
"LLTC"|"LEAD.POLITICS.QUAL"|"0"
"GPN"|"LEAD.POLITICS.QUAL"|NA
"KLAC"|"LEAD.POLITICS.QUAL"|"6"
"CFG"|"LEAD.POLITICS.QUAL"|NA
"DHI"|"LEAD.POLITICS.QUAL"|"7"
"COL"|"LEAD.POLITICS.QUAL"|"28"
"AAP"|"LEAD.POLITICS.QUAL"|NA
"LLL"|"LEAD.POLITICS.QUAL"|"42"
"MRO"|"LEAD.POLITICS.QUAL"|"50"
"MCHP"|"LEAD.POLITICS.QUAL"|"8"
"WAT"|"LEAD.POLITICS.QUAL"|"18"
"DGX"|"LEAD.POLITICS.QUAL"|"8"
"AME"|"LEAD.POLITICS.QUAL"|"5"
"XEC"|"LEAD.POLITICS.QUAL"|"8"
"AYI"|"LEAD.POLITICS.QUAL"|NA
"DOV"|"LEAD.POLITICS.QUAL"|"3"
"EXR"|"LEAD.POLITICS.QUAL"|NA
"TWTR"|"LEAD.POLITICS.QUAL"|NA
"PNR"|"LEAD.POLITICS.QUAL"|"44"
"NDAQ"|"LEAD.POLITICS.QUAL"|"0"
"LBRDA"|"LEAD.POLITICS.QUAL"|NA
"HAS"|"LEAD.POLITICS.QUAL"|"3"
"MXIM"|"LEAD.POLITICS.QUAL"|NA
"MAT"|"LEAD.POLITICS.QUAL"|"5"
"EMN"|"LEAD.POLITICS.QUAL"|"33"
"FDC"|"LEAD.POLITICS.QUAL"|NA
"WFM"|"LEAD.POLITICS.QUAL"|"7"
"COH"|"LEAD.POLITICS.QUAL"|"49"
"CHRW"|"LEAD.POLITICS.QUAL"|"7"
"WYNN"|"LEAD.POLITICS.QUAL"|"16"
"SCG"|"LEAD.POLITICS.QUAL"|"8"
"CE"|"LEAD.POLITICS.QUAL"|NA
"BLL"|"LEAD.POLITICS.QUAL"|"3"
