"TICKER"|"METRIC"|"VALUE"
"RTN"|"CUST.RELS.ACSI"|NA
"NFLX"|"CUST.RELS.ACSI"|"76"
"ADP"|"CUST.RELS.ACSI"|NA
"TGT"|"CUST.RELS.ACSI"|"75.33"
"NOC"|"CUST.RELS.ACSI"|NA
"KMI"|"CUST.RELS.ACSI"|NA
"GIS"|"CUST.RELS.ACSI"|"78"
"REGN"|"CUST.RELS.ACSI"|NA
"ITW"|"CUST.RELS.ACSI"|NA
"HAL"|"CUST.RELS.ACSI"|NA
"LVS"|"CUST.RELS.ACSI"|NA
"SCHW"|"CUST.RELS.ACSI"|"78"
"CTSH"|"CUST.RELS.ACSI"|NA
"BDX"|"CUST.RELS.ACSI"|NA
"YHOO"|"CUST.RELS.ACSI"|"72"
"CCL"|"CUST.RELS.ACSI"|NA
"ECL"|"CUST.RELS.ACSI"|NA
"TMUS"|"CUST.RELS.ACSI"|"74"
"ANTM"|"CUST.RELS.ACSI"|"69"
"MMC"|"CUST.RELS.ACSI"|NA
"KR"|"CUST.RELS.ACSI"|"78.67"
"EL"|"CUST.RELS.ACSI"|NA
"YUM"|"CUST.RELS.ACSI"|"76.67"
"LYB"|"CUST.RELS.ACSI"|NA
"EMR"|"CUST.RELS.ACSI"|NA
"COF"|"CUST.RELS.ACSI"|"77"
"TRV"|"CUST.RELS.ACSI"|"73"
"AEP"|"CUST.RELS.ACSI"|"70"
"CI"|"CUST.RELS.ACSI"|"60"
"CME"|"CUST.RELS.ACSI"|NA
"PX"|"CUST.RELS.ACSI"|NA
"PRU"|"CUST.RELS.ACSI"|"77"
"TSLA"|"CUST.RELS.ACSI"|NA
"CCI"|"CUST.RELS.ACSI"|NA
"STZ"|"CUST.RELS.ACSI"|NA
"PCG"|"CUST.RELS.ACSI"|"72"
"EXC"|"CUST.RELS.ACSI"|"69.5"
"BSX"|"CUST.RELS.ACSI"|NA
"APD"|"CUST.RELS.ACSI"|NA
"MNST"|"CUST.RELS.ACSI"|NA
"ICE"|"CUST.RELS.ACSI"|NA
"HCA"|"CUST.RELS.ACSI"|NA
"HPE"|"CUST.RELS.ACSI"|NA
"DAL"|"CUST.RELS.ACSI"|"71"
"ALXN"|"CUST.RELS.ACSI"|NA
"JCI"|"CUST.RELS.ACSI"|NA
"BBT"|"CUST.RELS.ACSI"|"77"
"PPG"|"CUST.RELS.ACSI"|NA
"AON"|"CUST.RELS.ACSI"|NA
"ATVI"|"CUST.RELS.ACSI"|NA
"AFL"|"CUST.RELS.ACSI"|NA
"SPGI"|"CUST.RELS.ACSI"|NA
"WM"|"CUST.RELS.ACSI"|NA
"ETN"|"CUST.RELS.ACSI"|NA
"HUM"|"CUST.RELS.ACSI"|"71"
"SRE"|"CUST.RELS.ACSI"|"75"
"EBAY"|"CUST.RELS.ACSI"|"75"
"APC"|"CUST.RELS.ACSI"|NA
"SYY"|"CUST.RELS.ACSI"|NA
"INTU"|"CUST.RELS.ACSI"|NA
"SHW"|"CUST.RELS.ACSI"|NA
"K"|"CUST.RELS.ACSI"|"80"
"DE"|"CUST.RELS.ACSI"|NA
"PXD"|"CUST.RELS.ACSI"|NA
"PPL"|"CUST.RELS.ACSI"|"75"
"VMW"|"CUST.RELS.ACSI"|NA
"AMAT"|"CUST.RELS.ACSI"|NA
"LNKD"|"CUST.RELS.ACSI"|"68"
"VFC"|"CUST.RELS.ACSI"|"76"
"DG"|"CUST.RELS.ACSI"|"74"
"EQIX"|"CUST.RELS.ACSI"|NA
"LUV"|"CUST.RELS.ACSI"|"80"
"CAH"|"CUST.RELS.ACSI"|NA
"CSX"|"CUST.RELS.ACSI"|NA
"ORLY"|"CUST.RELS.ACSI"|NA
"NVDA"|"CUST.RELS.ACSI"|NA
"ALL"|"CUST.RELS.ACSI"|"75"
"ADM"|"CUST.RELS.ACSI"|NA
"ISRG"|"CUST.RELS.ACSI"|NA
"BAX"|"CUST.RELS.ACSI"|NA
"NSC"|"CUST.RELS.ACSI"|NA
"DISH"|"CUST.RELS.ACSI"|"67"
"TSN"|"CUST.RELS.ACSI"|"80"
"EIX"|"CUST.RELS.ACSI"|"74"
"FIS"|"CUST.RELS.ACSI"|NA
"CBS"|"CUST.RELS.ACSI"|NA
"VLO"|"CUST.RELS.ACSI"|NA
"ED"|"CUST.RELS.ACSI"|"71"
"FISV"|"CUST.RELS.ACSI"|NA
"ZTS"|"CUST.RELS.ACSI"|NA
"SE"|"CUST.RELS.ACSI"|NA
"ZBH"|"CUST.RELS.ACSI"|NA
"STT"|"CUST.RELS.ACSI"|NA
"NWL"|"CUST.RELS.ACSI"|NA
"MYL"|"CUST.RELS.ACSI"|NA
"VRTX"|"CUST.RELS.ACSI"|NA
"PEG"|"CUST.RELS.ACSI"|"68"
"EA"|"CUST.RELS.ACSI"|NA
"AZO"|"CUST.RELS.ACSI"|"75"
"HPQ"|"CUST.RELS.ACSI"|"73"
"SYF"|"CUST.RELS.ACSI"|NA
"DFS"|"CUST.RELS.ACSI"|NA
"STJ"|"CUST.RELS.ACSI"|NA
"GLW"|"CUST.RELS.ACSI"|NA
"XEL"|"CUST.RELS.ACSI"|"71"
"TAP"|"CUST.RELS.ACSI"|"78"
"ROST"|"CUST.RELS.ACSI"|"74"
"WY"|"CUST.RELS.ACSI"|NA
"EW"|"CUST.RELS.ACSI"|NA
"DLTR"|"CUST.RELS.ACSI"|"75.5"
"HLT"|"CUST.RELS.ACSI"|"81"
"APA"|"CUST.RELS.ACSI"|NA
"HSY"|"CUST.RELS.ACSI"|"79"
"STI"|"CUST.RELS.ACSI"|"74"
"CAG"|"CUST.RELS.ACSI"|"80"
"ILMN"|"CUST.RELS.ACSI"|NA
"BF B"|"CUST.RELS.ACSI"|NA
"BHI"|"CUST.RELS.ACSI"|NA
"WEC"|"CUST.RELS.ACSI"|"75"
"SCCO"|"CUST.RELS.ACSI"|NA
"PAYX"|"CUST.RELS.ACSI"|NA
"NLSN"|"CUST.RELS.ACSI"|NA
"OMC"|"CUST.RELS.ACSI"|NA
"SIRI"|"CUST.RELS.ACSI"|NA
"CPB"|"CUST.RELS.ACSI"|"79"
"BEN"|"CUST.RELS.ACSI"|NA
"CMI"|"CUST.RELS.ACSI"|NA
"MCO"|"CUST.RELS.ACSI"|NA
"LB"|"CUST.RELS.ACSI"|"81"
"PCAR"|"CUST.RELS.ACSI"|NA
"CERN"|"CUST.RELS.ACSI"|NA
"PGR"|"CUST.RELS.ACSI"|"74"
"NEM"|"CUST.RELS.ACSI"|NA
"DVN"|"CUST.RELS.ACSI"|NA
"TYC"|"CUST.RELS.ACSI"|NA
"MTB"|"CUST.RELS.ACSI"|NA
"HES"|"CUST.RELS.ACSI"|NA
"LVLT"|"CUST.RELS.ACSI"|NA
"HRL"|"CUST.RELS.ACSI"|NA
"ES"|"CUST.RELS.ACSI"|"65"
"APH"|"CUST.RELS.ACSI"|NA
"DLPH"|"CUST.RELS.ACSI"|NA
"TROW"|"CUST.RELS.ACSI"|NA
"AAL"|"CUST.RELS.ACSI"|"69"
"ADI"|"CUST.RELS.ACSI"|NA
"MPC"|"CUST.RELS.ACSI"|NA
"HIG"|"CUST.RELS.ACSI"|NA
"SJM"|"CUST.RELS.ACSI"|NA
"CLX"|"CUST.RELS.ACSI"|"82"
"IP"|"CUST.RELS.ACSI"|NA
"ROP"|"CUST.RELS.ACSI"|NA
"DTE"|"CUST.RELS.ACSI"|"72"
"DPS"|"CUST.RELS.ACSI"|"79"
"RSG"|"CUST.RELS.ACSI"|NA
"SWK"|"CUST.RELS.ACSI"|NA
"BCR"|"CUST.RELS.ACSI"|NA
"MAR"|"CUST.RELS.ACSI"|"80"
"VIA"|"CUST.RELS.ACSI"|NA
"IR"|"CUST.RELS.ACSI"|NA
"ABC"|"CUST.RELS.ACSI"|NA
"CXO"|"CUST.RELS.ACSI"|NA
"DLR"|"CUST.RELS.ACSI"|NA
"AMP"|"CUST.RELS.ACSI"|NA
"WDAY"|"CUST.RELS.ACSI"|NA
"WMB"|"CUST.RELS.ACSI"|NA
"CLR"|"CUST.RELS.ACSI"|NA
"NTRS"|"CUST.RELS.ACSI"|NA
"NBL"|"CUST.RELS.ACSI"|NA
"NUE"|"CUST.RELS.ACSI"|NA
"EXPE"|"CUST.RELS.ACSI"|"77.33"
"DVA"|"CUST.RELS.ACSI"|NA
"DISCA"|"CUST.RELS.ACSI"|NA
"UA"|"CUST.RELS.ACSI"|NA
"AMTD"|"CUST.RELS.ACSI"|"73"
"RCL"|"CUST.RELS.ACSI"|NA
"PRGO"|"CUST.RELS.ACSI"|NA
"MJN"|"CUST.RELS.ACSI"|NA
"VMC"|"CUST.RELS.ACSI"|NA
"ROK"|"CUST.RELS.ACSI"|NA
"PH"|"CUST.RELS.ACSI"|NA
"XRAY"|"CUST.RELS.ACSI"|NA
"IBKR"|"CUST.RELS.ACSI"|NA
"INCY"|"CUST.RELS.ACSI"|NA
"ULTA"|"CUST.RELS.ACSI"|NA
"S"|"CUST.RELS.ACSI"|"70"
"A"|"CUST.RELS.ACSI"|NA
"CTL"|"CUST.RELS.ACSI"|"65.5"
"EFX"|"CUST.RELS.ACSI"|NA
"HSIC"|"CUST.RELS.ACSI"|NA
"FE"|"CUST.RELS.ACSI"|"69"
"GPC"|"CUST.RELS.ACSI"|NA
"MHK"|"CUST.RELS.ACSI"|NA
"UAL"|"CUST.RELS.ACSI"|"68"
"ETR"|"CUST.RELS.ACSI"|"70"
"RHT"|"CUST.RELS.ACSI"|NA
"AWK"|"CUST.RELS.ACSI"|NA
"TDG"|"CUST.RELS.ACSI"|NA
"FITB"|"CUST.RELS.ACSI"|"75"
"MGM"|"CUST.RELS.ACSI"|NA
"CA"|"CUST.RELS.ACSI"|NA
"AGR"|"CUST.RELS.ACSI"|NA
"GWW"|"CUST.RELS.ACSI"|NA
"L"|"CUST.RELS.ACSI"|NA
"FLT"|"CUST.RELS.ACSI"|NA
"WHR"|"CUST.RELS.ACSI"|"80"
"VRSK"|"CUST.RELS.ACSI"|NA
"CTXS"|"CUST.RELS.ACSI"|NA
"BMRN"|"CUST.RELS.ACSI"|NA
"LH"|"CUST.RELS.ACSI"|NA
"LRCX"|"CUST.RELS.ACSI"|NA
"WDC"|"CUST.RELS.ACSI"|NA
"MKL"|"CUST.RELS.ACSI"|NA
"UHS"|"CUST.RELS.ACSI"|NA
"EQT"|"CUST.RELS.ACSI"|NA
"NOV"|"CUST.RELS.ACSI"|NA
"CHD"|"CUST.RELS.ACSI"|NA
"FCX"|"CUST.RELS.ACSI"|NA
"FAST"|"CUST.RELS.ACSI"|NA
"MKC"|"CUST.RELS.ACSI"|NA
"SBAC"|"CUST.RELS.ACSI"|NA
"ADSK"|"CUST.RELS.ACSI"|NA
"AEE"|"CUST.RELS.ACSI"|"72"
"HOT"|"CUST.RELS.ACSI"|"78"
"SWKS"|"CUST.RELS.ACSI"|NA
"MU"|"CUST.RELS.ACSI"|NA
"TSCO"|"CUST.RELS.ACSI"|NA
"ADS"|"CUST.RELS.ACSI"|NA
"CMS"|"CUST.RELS.ACSI"|"71"
"QVCA"|"CUST.RELS.ACSI"|NA
"PFG"|"CUST.RELS.ACSI"|NA
"AA"|"CUST.RELS.ACSI"|NA
"XLNX"|"CUST.RELS.ACSI"|NA
"NOW"|"CUST.RELS.ACSI"|NA
"MSI"|"CUST.RELS.ACSI"|NA
"PANW"|"CUST.RELS.ACSI"|NA
"CMG"|"CUST.RELS.ACSI"|"78"
"MLM"|"CUST.RELS.ACSI"|NA
"RF"|"CUST.RELS.ACSI"|"79"
"SYMC"|"CUST.RELS.ACSI"|NA
"COG"|"CUST.RELS.ACSI"|NA
"CINF"|"CUST.RELS.ACSI"|NA
"IVZ"|"CUST.RELS.ACSI"|NA
"CNC"|"CUST.RELS.ACSI"|NA
"LLTC"|"CUST.RELS.ACSI"|NA
"GPN"|"CUST.RELS.ACSI"|NA
"KLAC"|"CUST.RELS.ACSI"|NA
"CFG"|"CUST.RELS.ACSI"|"70"
"DHI"|"CUST.RELS.ACSI"|NA
"COL"|"CUST.RELS.ACSI"|NA
"AAP"|"CUST.RELS.ACSI"|"72"
"LLL"|"CUST.RELS.ACSI"|NA
"MRO"|"CUST.RELS.ACSI"|NA
"MCHP"|"CUST.RELS.ACSI"|NA
"WAT"|"CUST.RELS.ACSI"|NA
"DGX"|"CUST.RELS.ACSI"|NA
"AME"|"CUST.RELS.ACSI"|NA
"XEC"|"CUST.RELS.ACSI"|NA
"AYI"|"CUST.RELS.ACSI"|NA
"DOV"|"CUST.RELS.ACSI"|NA
"EXR"|"CUST.RELS.ACSI"|NA
"TWTR"|"CUST.RELS.ACSI"|"71"
"PNR"|"CUST.RELS.ACSI"|NA
"NDAQ"|"CUST.RELS.ACSI"|NA
"LBRDA"|"CUST.RELS.ACSI"|NA
"HAS"|"CUST.RELS.ACSI"|NA
"MXIM"|"CUST.RELS.ACSI"|NA
"MAT"|"CUST.RELS.ACSI"|NA
"EMN"|"CUST.RELS.ACSI"|NA
"FDC"|"CUST.RELS.ACSI"|NA
"WFM"|"CUST.RELS.ACSI"|"73"
"COH"|"CUST.RELS.ACSI"|NA
"CHRW"|"CUST.RELS.ACSI"|NA
"WYNN"|"CUST.RELS.ACSI"|NA
"SCG"|"CUST.RELS.ACSI"|NA
"CE"|"CUST.RELS.ACSI"|NA
"BLL"|"CUST.RELS.ACSI"|NA
"IFF"|"CUST.RELS.ACSI"|NA
"FRC"|"CUST.RELS.ACSI"|NA
"MAS"|"CUST.RELS.ACSI"|NA
"HRS"|"CUST.RELS.ACSI"|NA
"TXT"|"CUST.RELS.ACSI"|NA
"CTAS"|"CUST.RELS.ACSI"|NA
"LNC"|"CUST.RELS.ACSI"|"75"
"IRM"|"CUST.RELS.ACSI"|NA
"MTD"|"CUST.RELS.ACSI"|NA
"CNP"|"CUST.RELS.ACSI"|"76"
"MDVN"|"CUST.RELS.ACSI"|NA
"XRX"|"CUST.RELS.ACSI"|NA
"LKQ"|"CUST.RELS.ACSI"|NA
"KEY"|"CUST.RELS.ACSI"|NA
"NCLH"|"CUST.RELS.ACSI"|NA
"VNTV"|"CUST.RELS.ACSI"|NA
"HBI"|"CUST.RELS.ACSI"|"74"
"M"|"CUST.RELS.ACSI"|"73"
"LULU"|"CUST.RELS.ACSI"|NA
"FNF"|"CUST.RELS.ACSI"|NA
"OKE"|"CUST.RELS.ACSI"|NA
"CBG"|"CUST.RELS.ACSI"|NA
"KSU"|"CUST.RELS.ACSI"|NA
"WRK"|"CUST.RELS.ACSI"|NA
"TSS"|"CUST.RELS.ACSI"|NA
"IPG"|"CUST.RELS.ACSI"|NA
"LEN"|"CUST.RELS.ACSI"|NA
"TRIP"|"CUST.RELS.ACSI"|NA
"KMX"|"CUST.RELS.ACSI"|NA
"BBY"|"CUST.RELS.ACSI"|"74"
"WU"|"CUST.RELS.ACSI"|NA
"SEE"|"CUST.RELS.ACSI"|NA
"AKAM"|"CUST.RELS.ACSI"|NA
"XL"|"CUST.RELS.ACSI"|NA
"HOLX"|"CUST.RELS.ACSI"|NA
"VRSN"|"CUST.RELS.ACSI"|NA
"MOS"|"CUST.RELS.ACSI"|NA
"COTY"|"CUST.RELS.ACSI"|NA
"SNA"|"CUST.RELS.ACSI"|NA
"JBHT"|"CUST.RELS.ACSI"|NA
"LNT"|"CUST.RELS.ACSI"|NA
"JNPR"|"CUST.RELS.ACSI"|NA
"ALB"|"CUST.RELS.ACSI"|NA
"EXPD"|"CUST.RELS.ACSI"|NA
"INGR"|"CUST.RELS.ACSI"|NA
"AMG"|"CUST.RELS.ACSI"|NA
"TSO"|"CUST.RELS.ACSI"|NA
"KORS"|"CUST.RELS.ACSI"|NA
"CDK"|"CUST.RELS.ACSI"|NA
"BG"|"CUST.RELS.ACSI"|NA
"DRI"|"CUST.RELS.ACSI"|"81.5"
"PNW"|"CUST.RELS.ACSI"|NA
"FBHS"|"CUST.RELS.ACSI"|NA
"VAL"|"CUST.RELS.ACSI"|NA
"SRCL"|"CUST.RELS.ACSI"|NA
"AR"|"CUST.RELS.ACSI"|NA
"ACGL"|"CUST.RELS.ACSI"|NA
"RMD"|"CUST.RELS.ACSI"|NA
"LEA"|"CUST.RELS.ACSI"|NA
"IT"|"CUST.RELS.ACSI"|NA
"CNA"|"CUST.RELS.ACSI"|NA
"AJG"|"CUST.RELS.ACSI"|NA
"IMS"|"CUST.RELS.ACSI"|NA
"RAD"|"CUST.RELS.ACSI"|"69"
"XYL"|"CUST.RELS.ACSI"|NA
"ARMK"|"CUST.RELS.ACSI"|NA
"SNI"|"CUST.RELS.ACSI"|NA
"NI"|"CUST.RELS.ACSI"|"73"
"NFX"|"CUST.RELS.ACSI"|NA
"UNM"|"CUST.RELS.ACSI"|NA
"GRMN"|"CUST.RELS.ACSI"|NA
"IDXX"|"CUST.RELS.ACSI"|NA
"Y"|"CUST.RELS.ACSI"|NA
"WR"|"CUST.RELS.ACSI"|NA
"GAS"|"CUST.RELS.ACSI"|NA
"VAR"|"CUST.RELS.ACSI"|NA
"HOG"|"CUST.RELS.ACSI"|NA
"SNPS"|"CUST.RELS.ACSI"|NA
"FFIV"|"CUST.RELS.ACSI"|NA
"COO"|"CUST.RELS.ACSI"|NA
"WWAV"|"CUST.RELS.ACSI"|NA
"SEIC"|"CUST.RELS.ACSI"|NA
"IHS"|"CUST.RELS.ACSI"|NA
"Q"|"CUST.RELS.ACSI"|NA
"ATO"|"CUST.RELS.ACSI"|"77"
"ALLY"|"CUST.RELS.ACSI"|NA
"ANSS"|"CUST.RELS.ACSI"|NA
"TIF"|"CUST.RELS.ACSI"|NA
"LNG"|"CUST.RELS.ACSI"|NA
"SABR"|"CUST.RELS.ACSI"|NA
"PVH"|"CUST.RELS.ACSI"|NA
"BR"|"CUST.RELS.ACSI"|NA
"ALK"|"CUST.RELS.ACSI"|"77"
"RL"|"CUST.RELS.ACSI"|NA
"HBAN"|"CUST.RELS.ACSI"|NA
"TFX"|"CUST.RELS.ACSI"|NA
"GPS"|"CUST.RELS.ACSI"|"75"
"UGI"|"CUST.RELS.ACSI"|NA
"SPLK"|"CUST.RELS.ACSI"|NA
"HII"|"CUST.RELS.ACSI"|NA
"WYN"|"CUST.RELS.ACSI"|"70"
"CMA"|"CUST.RELS.ACSI"|NA
"FL"|"CUST.RELS.ACSI"|NA
"CCK"|"CUST.RELS.ACSI"|NA
"RE"|"CUST.RELS.ACSI"|NA
"CDNS"|"CUST.RELS.ACSI"|NA
"RRC"|"CUST.RELS.ACSI"|NA
"AES"|"CUST.RELS.ACSI"|NA
"AOS"|"CUST.RELS.ACSI"|NA
"RJF"|"CUST.RELS.ACSI"|NA
"NYCB"|"CUST.RELS.ACSI"|NA
"TMK"|"CUST.RELS.ACSI"|NA
"MSCI"|"CUST.RELS.ACSI"|NA
"CSC"|"CUST.RELS.ACSI"|NA
"UHAL"|"CUST.RELS.ACSI"|NA
"ASH"|"CUST.RELS.ACSI"|NA
"GT"|"CUST.RELS.ACSI"|NA
"MIDD"|"CUST.RELS.ACSI"|NA
"FLR"|"CUST.RELS.ACSI"|NA
"CDW"|"CUST.RELS.ACSI"|NA
"HP"|"CUST.RELS.ACSI"|NA
"NTAP"|"CUST.RELS.ACSI"|NA
"BWA"|"CUST.RELS.ACSI"|NA
"ITC"|"CUST.RELS.ACSI"|NA
"QRVO"|"CUST.RELS.ACSI"|NA
"ETFC"|"CUST.RELS.ACSI"|"74"
"CSGP"|"CUST.RELS.ACSI"|NA
"HDS"|"CUST.RELS.ACSI"|NA
"WRB"|"CUST.RELS.ACSI"|NA
"GLPI"|"CUST.RELS.ACSI"|NA
"AVY"|"CUST.RELS.ACSI"|NA
"SPB"|"CUST.RELS.ACSI"|NA
"RPM"|"CUST.RELS.ACSI"|NA
"NWS"|"CUST.RELS.ACSI"|NA
"JKHY"|"CUST.RELS.ACSI"|NA
"WAB"|"CUST.RELS.ACSI"|NA
"SBNY"|"CUST.RELS.ACSI"|NA
"NVR"|"CUST.RELS.ACSI"|NA
"LEG"|"CUST.RELS.ACSI"|NA
"BBBY"|"CUST.RELS.ACSI"|"75"
"TRMB"|"CUST.RELS.ACSI"|NA
"ZAYO"|"CUST.RELS.ACSI"|NA
"FLS"|"CUST.RELS.ACSI"|NA
"SIG"|"CUST.RELS.ACSI"|NA
"MNK"|"CUST.RELS.ACSI"|NA
"TE"|"CUST.RELS.ACSI"|NA
"ALLE"|"CUST.RELS.ACSI"|NA
"FDS"|"CUST.RELS.ACSI"|NA
"AXTA"|"CUST.RELS.ACSI"|NA
"MD"|"CUST.RELS.ACSI"|NA
"CF"|"CUST.RELS.ACSI"|NA
"IEX"|"CUST.RELS.ACSI"|NA
"FANG"|"CUST.RELS.ACSI"|NA
"FMC"|"CUST.RELS.ACSI"|NA
"PHM"|"CUST.RELS.ACSI"|NA
"CSL"|"CUST.RELS.ACSI"|NA
"JWN"|"CUST.RELS.ACSI"|"82"
"ALKS"|"CUST.RELS.ACSI"|NA
"TRGP"|"CUST.RELS.ACSI"|NA
"DPZ"|"CUST.RELS.ACSI"|"78"
"KSS"|"CUST.RELS.ACSI"|"77"
"ALGN"|"CUST.RELS.ACSI"|NA
"H"|"CUST.RELS.ACSI"|"79"
"CIT"|"CUST.RELS.ACSI"|NA
"N"|"CUST.RELS.ACSI"|NA
"JEC"|"CUST.RELS.ACSI"|NA
"AFG"|"CUST.RELS.ACSI"|NA
"PPC"|"CUST.RELS.ACSI"|NA
"URI"|"CUST.RELS.ACSI"|NA
"PKG"|"CUST.RELS.ACSI"|NA
"ROL"|"CUST.RELS.ACSI"|NA
"OGE"|"CUST.RELS.ACSI"|NA
"STLD"|"CUST.RELS.ACSI"|NA
"DXCM"|"CUST.RELS.ACSI"|NA
"LAMR"|"CUST.RELS.ACSI"|NA
"LUK"|"CUST.RELS.ACSI"|NA
"WTR"|"CUST.RELS.ACSI"|NA
"ARW"|"CUST.RELS.ACSI"|NA
"FTI"|"CUST.RELS.ACSI"|NA
"COMM"|"CUST.RELS.ACSI"|NA
"RGA"|"CUST.RELS.ACSI"|NA
"VOYA"|"CUST.RELS.ACSI"|NA
"LII"|"CUST.RELS.ACSI"|NA
"SPR"|"CUST.RELS.ACSI"|NA
"SSNC"|"CUST.RELS.ACSI"|NA
"Z"|"CUST.RELS.ACSI"|NA
"WBC"|"CUST.RELS.ACSI"|NA
"ULTI"|"CUST.RELS.ACSI"|NA
"TRU"|"CUST.RELS.ACSI"|NA
"WFT"|"CUST.RELS.ACSI"|NA
"PKI"|"CUST.RELS.ACSI"|NA
"FTNT"|"CUST.RELS.ACSI"|NA
"G"|"CUST.RELS.ACSI"|NA
"MIC"|"CUST.RELS.ACSI"|NA
"WLK"|"CUST.RELS.ACSI"|NA
"HUBB"|"CUST.RELS.ACSI"|NA
"FTR"|"CUST.RELS.ACSI"|"61.5"
"TYL"|"CUST.RELS.ACSI"|NA
"OC"|"CUST.RELS.ACSI"|NA
"MIK"|"CUST.RELS.ACSI"|NA
"SPLS"|"CUST.RELS.ACSI"|"75"
"WST"|"CUST.RELS.ACSI"|NA
"ZION"|"CUST.RELS.ACSI"|NA
"HLF"|"CUST.RELS.ACSI"|NA
"SGEN"|"CUST.RELS.ACSI"|NA
"KAR"|"CUST.RELS.ACSI"|NA
"RS"|"CUST.RELS.ACSI"|NA
"THS"|"CUST.RELS.ACSI"|NA
"BKFS"|"CUST.RELS.ACSI"|NA
"JBLU"|"CUST.RELS.ACSI"|"80"
"AVT"|"CUST.RELS.ACSI"|NA
"SERV"|"CUST.RELS.ACSI"|NA
"HRB"|"CUST.RELS.ACSI"|NA
"SIX"|"CUST.RELS.ACSI"|NA
"CPRT"|"CUST.RELS.ACSI"|NA
"GRA"|"CUST.RELS.ACSI"|NA
"MKTX"|"CUST.RELS.ACSI"|NA
"CBOE"|"CUST.RELS.ACSI"|NA
"PE"|"CUST.RELS.ACSI"|NA
"HAR"|"CUST.RELS.ACSI"|NA
"GDDY"|"CUST.RELS.ACSI"|NA
"LVNTA"|"CUST.RELS.ACSI"|NA
"WOOF"|"CUST.RELS.ACSI"|NA
"MAN"|"CUST.RELS.ACSI"|NA
"JLL"|"CUST.RELS.ACSI"|NA
"AIZ"|"CUST.RELS.ACSI"|NA
"OA"|"CUST.RELS.ACSI"|NA
"ACHC"|"CUST.RELS.ACSI"|NA
"ALNY"|"CUST.RELS.ACSI"|NA
"CUBE"|"CUST.RELS.ACSI"|NA
"IM"|"CUST.RELS.ACSI"|NA
"EVHC"|"CUST.RELS.ACSI"|NA
"SIVB"|"CUST.RELS.ACSI"|NA
"PNRA"|"CUST.RELS.ACSI"|"81"
"PII"|"CUST.RELS.ACSI"|NA
"CRI"|"CUST.RELS.ACSI"|NA
"POST"|"CUST.RELS.ACSI"|NA
"MRVL"|"CUST.RELS.ACSI"|NA
"SCI"|"CUST.RELS.ACSI"|NA
"EWBC"|"CUST.RELS.ACSI"|NA
"ATHN"|"CUST.RELS.ACSI"|NA
"RHI"|"CUST.RELS.ACSI"|NA
"PF"|"CUST.RELS.ACSI"|NA
"MUR"|"CUST.RELS.ACSI"|NA
"USFD"|"CUST.RELS.ACSI"|NA
"KEYS"|"CUST.RELS.ACSI"|NA
"SWN"|"CUST.RELS.ACSI"|NA
"HAIN"|"CUST.RELS.ACSI"|NA
"BRO"|"CUST.RELS.ACSI"|NA
"ERIE"|"CUST.RELS.ACSI"|NA
"MTN"|"CUST.RELS.ACSI"|NA
"TFSL"|"CUST.RELS.ACSI"|NA
"CPN"|"CUST.RELS.ACSI"|NA
"ANET"|"CUST.RELS.ACSI"|NA
"AXS"|"CUST.RELS.ACSI"|NA
"OPK"|"CUST.RELS.ACSI"|NA
"BEAV"|"CUST.RELS.ACSI"|NA
"FSLR"|"CUST.RELS.ACSI"|NA
"PNY"|"CUST.RELS.ACSI"|NA
"ORI"|"CUST.RELS.ACSI"|NA
"ODFL"|"CUST.RELS.ACSI"|NA
"TGNA"|"CUST.RELS.ACSI"|NA
"NDSN"|"CUST.RELS.ACSI"|NA
"AN"|"CUST.RELS.ACSI"|NA
"RNR"|"CUST.RELS.ACSI"|NA
"ACM"|"CUST.RELS.ACSI"|NA
"ATR"|"CUST.RELS.ACSI"|NA
"PDCO"|"CUST.RELS.ACSI"|NA
"EPC"|"CUST.RELS.ACSI"|NA
"NEU"|"CUST.RELS.ACSI"|NA
"UTHR"|"CUST.RELS.ACSI"|NA
"DLB"|"CUST.RELS.ACSI"|NA
"TTC"|"CUST.RELS.ACSI"|NA
"SON"|"CUST.RELS.ACSI"|NA
"BMS"|"CUST.RELS.ACSI"|NA
"LYV"|"CUST.RELS.ACSI"|NA
"WSO"|"CUST.RELS.ACSI"|NA
"PINC"|"CUST.RELS.ACSI"|NA
"MANH"|"CUST.RELS.ACSI"|NA
"PBCT"|"CUST.RELS.ACSI"|NA
"EPR"|"CUST.RELS.ACSI"|NA
"NFG"|"CUST.RELS.ACSI"|NA
"DCI"|"CUST.RELS.ACSI"|NA
"SSS"|"CUST.RELS.ACSI"|NA
"GXP"|"CUST.RELS.ACSI"|NA
"BUFF"|"CUST.RELS.ACSI"|NA
"ALSN"|"CUST.RELS.ACSI"|NA
"PACW"|"CUST.RELS.ACSI"|NA
"WCG"|"CUST.RELS.ACSI"|NA
"DKS"|"CUST.RELS.ACSI"|NA
"SKX"|"CUST.RELS.ACSI"|NA
"CASY"|"CUST.RELS.ACSI"|NA
"WSM"|"CUST.RELS.ACSI"|NA
"VEEV"|"CUST.RELS.ACSI"|NA
"DNB"|"CUST.RELS.ACSI"|NA
"NUAN"|"CUST.RELS.ACSI"|NA
"TOL"|"CUST.RELS.ACSI"|NA
"GNTX"|"CUST.RELS.ACSI"|NA
"CBSH"|"CUST.RELS.ACSI"|NA
